"Species","Long","Lat","BasisOfRecord","WAM.ID","Accuracy.m","DataProvider","Datum","Day","Month","Year","Database","SiteName","Collector","MethodOfCapture","ApproximateLocation","ReturnID","LicenceNo","Certainty","RecordID"
"Dasyurus hallucatus",120.076417,-21.616332,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0022"
"Dasyurus hallucatus",117.877088,-22.063426,NA,"",100,"FAUNASURVEY","GDA94",5,8,2016,"NatureMap","S_F_P_SMNQ-C2","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0023"
"Dasyurus hallucatus",119.241051,-22.097409,NA,"",100,"FAUNASURVEY","GDA94",30,5,2015,"NatureMap","L09160","JOHN SCANLON",NA,"Roy Hill Rail","SF010337_201604","SF010337","Certain","Record_0024"
"Dasyurus hallucatus",116.171942,-21.723083,NA,"",100,"FAUNASURVEY","GDA94",3,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0025"
"Dasyurus hallucatus",116.217312,-21.780978,NA,"",100,"FAUNASURVEY","GDA94",1,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0026"
"Dasyurus hallucatus",119.055895,-22.543039,NA,"PIT tag - 982000364797788",100,"FAUNASURVEY","GDA94",18,8,2016,"NatureMap","KQMB1-E44","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0027"
"Dasyurus hallucatus",119.113968,-21.151396,NA,"",1000,"FAUNASURVEY","GDA94",8,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0028"
"Dasyurus hallucatus",119.114153,-21.151538,NA,"",1000,"FAUNASURVEY","GDA94",9,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0029"
"Dasyurus hallucatus",119.136581,-21.126539,NA,"",1000,"FAUNASURVEY","GDA94",2,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0030"
"Dasyurus hallucatus",117.857356,-22.05858,NA,"",100,"FAUNASURVEY","GDA94",2,8,2015,"NatureMap","SM_NQ_C1","ECOSCAPE AUSTRALIA",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0032"
"Dasyurus hallucatus",117.857461,-22.058372,NA,"",100,"FAUNASURVEY","GDA94",5,8,2015,"NatureMap","SM_NQ_C1","ECOSCAPE AUSTRALIA",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0034"
"Dasyurus hallucatus",118.941823,-21.851187,NA,"",100,"FAUNASURVEY","GDA94",19,8,2015,"NatureMap","HL_Mu_I1","ECOSCAPE AUSTRALIA",NA,"Hamersley Line","SF010422_201603","SF010422","Certain","Record_0035"
"Dasyurus hallucatus",118.6553,-21.1122,NA,"",3000,"FAUNASURVEY","GDA94",21,7,2015,"NatureMap","Great Northern Hwy Material Pit SLK 1509-1523","GLEN GAIKHORST/JO KUIPER",NA,"Port Hedland","SF010424-201603","SF010424","Certain","Record_0036"
"Dasyurus hallucatus",119.065004,-22.552927,NA,"",100,"FAUNASURVEY","GDA94",24,4,2016,"NatureMap","KQMB3.M15-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0039"
"Dasyurus hallucatus",119.063624,-22.568584,NA,"",100,"FAUNASURVEY","GDA94",20,4,2016,"NatureMap","KQMB3.M16-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0041"
"Dasyurus hallucatus",118.585351,-20.878517,NA," ",100,"FAUNASURVEY","GDA94",28,9,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0042"
"Dasyurus hallucatus",118.585983,-20.878984,NA," ",100,"FAUNASURVEY","GDA94",4,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0044"
"Dasyurus hallucatus",117.915413,-22.070199,NA,"",100,"FAUNASURVEY","GDA94",10,7,2014,"NatureMap","SLM NQ C","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0046"
"Dasyurus hallucatus",117.876833,-22.099047,NA,"SF009838-201502",100,"FAUNASURVEY","GDA94",28,7,2014,"NatureMap","NQ I2 T04","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009838-201502","SF009838","Certain","Record_0047"
"Dasyurus hallucatus",118.58734,-20.875557,NA," ",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0049"
"Dasyurus hallucatus",118.587354,-20.875849,NA," ",100,"FAUNASURVEY","GDA94",16,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0050"
"Dasyurus hallucatus",117.929086,-22.056527,NA,"",100,"FAUNASURVEY","GDA94",8,7,2014,"NatureMap","SLM NQ C","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0051"
"Dasyurus hallucatus",117.073164,-20.878159,NA,"",100,"FAUNASURVEY","GDA94",26,8,2015,"NatureMap","Roebourne Quarry","JENNIFER WILCOX",NA,"CooyaPooya","SF010443-201510","SF010443","Certain","Record_0052"
"Dasyurus hallucatus",118.828351,-20.504441,NA,"",100,"FAUNASURVEY","GDA94",24,7,2015,"NatureMap","Southern Granites","JESSICA OATES",NA,"Poondano","SF009960-201507","SF009960","Certain","Record_0053"
"Dasyurus hallucatus",116.403645,-21.673368,NA,"",100,"FAUNASURVEY","GDA94",19,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0054"
"Dasyurus hallucatus",116.439239,-21.920837,NA,"",100,"FAUNASURVEY","GDA94",29,5,2015,"NatureMap","Bungaroo","ASTRON ENVIRONMENTAL SERVICES",NA,"PANNAWANNICA","SF010306-201510","SF010306","Certain","Record_0055"
"Dasyurus hallucatus",119.058411,-22.538988,NA,"",100,"FAUNASURVEY","GDA94",10,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0056"
"Dasyurus hallucatus",117.860796,-22.028037,NA,"",100,"FAUNASURVEY","GDA94",8,5,2014,"NatureMap","SLM NE Mc10","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0058"
"Dasyurus hallucatus",117.87777,-22.05466,NA,"",100,"FAUNASURVEY","GDA94",6,5,2014,"NatureMap","SLM NE Mc18","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0060"
"Dasyurus hallucatus",117.87665,-22.053663,NA,"",100,"FAUNASURVEY","GDA94",18,6,2014,"NatureMap","SLM NE Mc20","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0061"
"Dasyurus hallucatus",119.10588,-21.164854,NA,"",100,"FAUNASURVEY","GDA94",20,7,2015,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010369-2015","SF010369","Certain","Record_0062"
"Dasyurus hallucatus",119.12468,-21.138384,NA,"",100,"FAUNASURVEY","GDA94",18,7,2015,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010369-2015","SF010369","Certain","Record_0063"
"Dasyurus hallucatus",118.82535,-21.6095,NA,"",3000,"FAUNASURVEY","GDA94",14,6,2011,"NatureMap","NQ322","SCOTT THOMPSON",NA,"Roy Hill Railway","SF007777-2012","SF007777","Certain","Record_0064"
"Dasyurus hallucatus",121.88424,-21.668286,NA,"",100,"FAUNASURVEY","GDA94",22,5,2015,"NatureMap","Robe River: No Site","MWH",NA,"Pilbara","SF010333-201512","SF010333","Certain","Record_0065"
"Dasyurus hallucatus",121.868857,-21.661642,NA,"",100,"FAUNASURVEY","GDA94",7,9,2015,"NatureMap","Robe River: VER-T04","MWH",NA,"Pilbara","SF010333-201512","SF010333","Certain","Record_0066"
"Dasyurus hallucatus",117.897214,-22.110473,NA,"N/A",100,"FAUNASURVEY","GDA94",29,7,2014,"NatureMap","Solomon Mine","ASTRID HEIDRICH, JORDAN VOS, LEIGH SMITH",NA,"Solomon","SF009838-201506","SF009838","Certain","Record_0067"
"Dasyurus hallucatus",117.240838,-21.333696,NA," ",100,"FAUNASURVEY","GDA94",26,4,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0068"
"Dasyurus hallucatus",116.486846,-22.009999,NA,"",100,"FAUNASURVEY","GDA94",25,8,2015,"NatureMap","BHTC11CAM01","BIOTA - GARTH HUMPHREYS AND JASON ALEXANDER",NA,"Buckland Hills","SF010441-201604","SF010441","Certain","Record_0069"
"Dasyurus hallucatus",116.549898,-21.704294,NA,"",100,"FAUNASURVEY","GDA94",22,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0070"
"Dasyurus hallucatus",116.48522,-21.717902,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0071"
"Dasyurus hallucatus",116.48416,-21.717022,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0072"
"Dasyurus hallucatus",119.057095,-22.542021,NA,"",100,"FAUNASURVEY","GDA94",11,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0073"
"Dasyurus hallucatus",116.177263,-21.734393,NA,"",100,"FAUNASURVEY","GDA94",30,4,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0075"
"Dasyurus hallucatus",116.416618,-21.670758,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0076"
"Dasyurus hallucatus",116.266077,-21.730447,NA,"",100,"FAUNASURVEY","GDA94",16,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0077"
"Dasyurus hallucatus",116.266611,-21.730097,NA,"",100,"FAUNASURVEY","GDA94",17,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0078"
"Dasyurus hallucatus",116.415192,-21.671819,NA,"",100,"FAUNASURVEY","GDA94",24,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0080"
"Dasyurus hallucatus",116.475575,-21.698131,NA,"",100,"FAUNASURVEY","GDA94",25,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0081"
"Dasyurus hallucatus",119.083816,-21.245367,NA,"",100,"FAUNASURVEY","GDA94",17,10,2011,"NatureMap","ns12","ECOLOGIA ENVIRONMENT",NA,"NorthStar","SF007862-201112","SF007862","Certain","Record_0082"
"Dasyurus hallucatus",119.008585,-21.187378,NA,"",100,"FAUNASURVEY","GDA94",13,10,2011,"NatureMap","ns14","ECOLOGIA ENVIRONMENT",NA,"NorthStar","SF007862-201112","SF007862","Certain","Record_0083"
"Dasyurus hallucatus",116.535827,-22.017336,NA,"S20141104BUH10aT-1",100,"FAUNASURVEY","GDA94",4,11,2014,"NatureMap","BUH10aT - Scat","BIOTA - DAN KAMIEN AND NICOLA WATSON",NA,"Buckland Hills","SF010087-201501","SF010087","Certain","Record_0084"
"Dasyurus hallucatus",116.505187,-22.000551,NA,"S20141103.BUH09AT-02",100,"FAUNASURVEY","GDA94",3,11,2014,"NatureMap","BUH09AT - Scat","WAM - RIC HOW",NA,"Buckland Hills","SF010087-201501","SF010087","WAM Vouchered","Record_0085"
"Dasyurus hallucatus",116.158462,-21.804818,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0086"
"Dasyurus hallucatus",116.159888,-21.805778,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0087"
"Dasyurus hallucatus",116.091042,-21.63979,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0088"
"Dasyurus hallucatus",116.172028,-21.725878,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0089"
"Dasyurus hallucatus",119.058086,-22.541376,NA,"",100,"FAUNASURVEY","GDA94",9,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0090"
"Dasyurus hallucatus",119.045688,-21.236279,NA,"",100,"FAUNASURVEY","GDA94",30,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0091"
"Dasyurus hallucatus",119.045252,-21.234027,NA,"",100,"FAUNASURVEY","GDA94",25,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0092"
"Dasyurus hallucatus",119.055779,-21.258237,NA,"",100,"FAUNASURVEY","GDA94",31,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0096"
"Dasyurus hallucatus",120.320964,-20.592375,NA,"",100,"FAUNASURVEY","GDA94",2,11,2013,"NatureMap","OPP","MATTHEW LOVE",NA,"Shay Gap Pilbara","SF009525-201401","SF009525","Certain","Record_0097"
"Dasyurus hallucatus",120.035534,-21.593809,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0098"
"Dasyurus hallucatus",120.076581,-21.615856,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0099"
"Dasyurus hallucatus",118.651398,-21.193785,NA,"",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF009823-201408","SF009823","Certain","Record_0100"
"Dasyurus hallucatus",119.305393,-21.52033,NA,"",100,"FAUNASURVEY","GDA94",30,6,2014,"NatureMap","Mt Webber Mine - scat","OUTBACK ECOLOGY",NA,"Pilbara","SF009900-201408","SF009900","Certain","Record_0101"
"Dasyurus hallucatus",119.056022,-22.541827,NA,"",100,"FAUNASURVEY","GDA94",10,4,2016,"NatureMap","KQMB1.M01-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0102"
"Dasyurus hallucatus",116.462699,-21.961941,NA,"",100,"FAUNASURVEY","GDA94",29,5,2015,"NatureMap","Bungaroo","ASTRON ENVIRONMENTAL SERVICES",NA,"PANNAWANNICA","SF010306-201510","SF010306","Certain","Record_0104"
"Dasyurus hallucatus",119.137067,-21.126163,NA,"",100,"FAUNASURVEY","GDA94",2,6,2014,"NatureMap","Abydos","OUTBACK ECOLOGY",NA,"Pilbara","SF009854-201408","SF009854","Certain","Record_0105"
"Dasyurus hallucatus",119.102389,-21.18761,NA,"",100,"FAUNASURVEY","GDA94",6,6,2014,"NatureMap","Abydos","OUTBACK ECOLOGY",NA,"Pilbara","SF009854-201408","SF009854","Certain","Record_0106"
"Dasyurus hallucatus",118.772602,-20.457714,NA,"",100,"FAUNASURVEY","GDA94",18,6,2010,"NatureMap","Poondano","CHRIS JACKSON",NA,"Pilbara","SF007486-201011","SF007486","Certain","Record_0107"
"Dasyurus hallucatus",118.777859,-20.454815,NA,"",100,"FAUNASURVEY","GDA94",18,6,2010,"NatureMap","Poondano","CHRIS JACKSON",NA,"Pilbara","SF007486-201011","SF007486","Certain","Record_0108"
"Dasyurus hallucatus",116.254168,-22.086815,NA,"",100,"FAUNASURVEY","GDA94",19,5,2015,"NatureMap","RHS02E","BIOTA - DAN KAMIEN AND ROY TEALE",NA,"Red Hill","SF010322-201601","SF010322","Certain","Record_0110"
"Dasyurus hallucatus",116.254374,-22.086464,NA,"",100,"FAUNASURVEY","GDA94",20,5,2015,"NatureMap","RHS02E","BIOTA - DAN KAMIEN AND ROY TEALE",NA,"Red Hill","SF010322-201601","SF010322","Certain","Record_0111"
"Dasyurus hallucatus",118.821057,-21.993897,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0112"
"Dasyurus hallucatus",118.764204,-22.031637,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0113"
"Dasyurus hallucatus",118.751732,-22.041516,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0114"
"Dasyurus hallucatus",117.240638,-21.333528,NA," ",100,"FAUNASURVEY","GDA94",22,9,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0117"
"Dasyurus hallucatus",118.825761,-20.501099,NA,"",100,"FAUNASURVEY","GDA94",17,3,2011,"NatureMap","Poondano","HENRY COOK",NA,"Port Hedland","SF007903-201103","SF007903","Certain","Record_0118"
"Dasyurus hallucatus",118.826154,-20.51402,NA,"",100,"FAUNASURVEY","GDA94",18,3,2011,"NatureMap","Poondano","HENRY COOK",NA,"Port Hedland","SF007903-201103","SF007903","Certain","Record_0120"
"Dasyurus hallucatus",118.826504,-20.512861,NA,"",100,"FAUNASURVEY","GDA94",17,3,2011,"NatureMap","Poondano","HENRY COOK",NA,"Port Hedland","SF007903-201103","SF007903","Certain","Record_0121"
"Dasyurus hallucatus",118.825917,-20.510238,NA,"",100,"FAUNASURVEY","GDA94",17,3,2011,"NatureMap","Poondano","HENRY COOK",NA,"Port Hedland","SF007903-201103","SF007903","Certain","Record_0122"
"Dasyurus hallucatus",119.124245,-21.137559,NA,"",100,"FAUNASURVEY","GDA94",16,7,2015,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010369-2015","SF010369","Certain","Record_0124"
"Dasyurus hallucatus",116.086069,-21.706645,NA,"",100,"FAUNASURVEY","GDA94",27,6,2015,"NatureMap","ARC08M","BIOTA - DAN KAMIEN AND SYLVIE SCHMIDT",NA,"West Pilbara","SF010383-201602","SF010383","Certain","Record_0125"
"Dasyurus hallucatus",118.738944,-22.053312,NA,"",100,"FAUNASURVEY","GDA94",22,11,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0127"
"Dasyurus hallucatus",118.821328,-21.993921,NA,"",100,"FAUNASURVEY","GDA94",18,10,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0128"
"Dasyurus hallucatus",118.749168,-22.040966,NA,"",100,"FAUNASURVEY","GDA94",23,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0130"
"Dasyurus hallucatus",118.746632,-22.041878,NA,"",100,"FAUNASURVEY","GDA94",25,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0131"
"Dasyurus hallucatus",118.825072,-21.989815,NA,"",100,"FAUNASURVEY","GDA94",23,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0132"
"Dasyurus hallucatus",118.5869,-20.876098,NA," ",100,"FAUNASURVEY","GDA94",25,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0133"
"Dasyurus hallucatus",117.148039,-20.640857,NA,"",100,"FAUNASURVEY","GDA94",12,8,2011,"NatureMap","Basalt rock Pile","JEFF TURPIN",NA,"Cape Preston","SF008120-201110","SF008120","Certain","Record_0135"
"Dasyurus hallucatus",118.656771,-21.200525,NA,"",100,"FAUNASURVEY","GDA94",2,5,2009,"NatureMap","5","SONJA CREESE",NA,"Wodgina","SF006853-201003","SF006853","Certain","Record_0136"
"Dasyurus hallucatus",118.588654,-20.874901,NA," ",100,"FAUNASURVEY","GDA94",27,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0138"
"Dasyurus hallucatus",118.64954,-20.528789,NA,"",100,"FAUNASURVEY","GDA94",25,6,2009,"NatureMap","Quarry 1, 29 km down rail from Port Hedland.","VICTORIA CARTLEDGE",NA,"BHP Port Hedland to Newman Rail ","SF006905-200907","SF006905","Certain","Record_0139"
"Dasyurus hallucatus",119.063701,-22.529349,NA,"",100,"FAUNASURVEY","GDA94",4,8,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0140"
"Dasyurus hallucatus",119.057056,-22.54204,NA,"",100,"FAUNASURVEY","GDA94",5,7,2016,"NatureMap","KQMBOPP - Location via VHF: Collar ID Biota03","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0141"
"Dasyurus hallucatus",118.650603,-21.170733,NA,"",100,"FAUNASURVEY","GDA94",6,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0142"
"Dasyurus hallucatus",118.829254,-20.504071,NA,"",100,"FAUNASURVEY","GDA94",23,7,2012,"NatureMap","GC9A","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0143"
"Dasyurus hallucatus",119.051436,-22.560388,NA,"",100,"FAUNASURVEY","GDA94",19,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0144"
"Dasyurus hallucatus",119.03826,-22.555553,NA,"",100,"FAUNASURVEY","GDA94",20,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0145"
"Dasyurus hallucatus",119.056004,-22.540599,NA,"",100,"FAUNASURVEY","GDA94",23,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0146"
"Dasyurus hallucatus",119.04913,-22.517435,NA,"",100,"FAUNASURVEY","GDA94",24,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0147"
"Dasyurus hallucatus",119.062985,-22.542018,NA,"",100,"FAUNASURVEY","GDA94",25,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0148"
"Dasyurus hallucatus",119.073916,-22.583901,NA,"",100,"FAUNASURVEY","GDA94",27,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0149"
"Dasyurus hallucatus",119.059189,-22.541019,NA,"",100,"FAUNASURVEY","GDA94",1,8,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0150"
"Dasyurus hallucatus",119.045205,-22.531382,NA,"",100,"FAUNASURVEY","GDA94",2,8,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0151"
"Dasyurus hallucatus",118.653053,-21.193633,NA,"",100,"FAUNASURVEY","GDA94",8,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0152"
"Dasyurus hallucatus",118.649773,-21.148033,NA,"",100,"FAUNASURVEY","GDA94",10,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0153"
"Dasyurus hallucatus",118.657192,-21.20034,NA,"",100,"FAUNASURVEY","GDA94",10,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0154"
"Dasyurus hallucatus",117.87329,-22.065127,NA,"",100,"FAUNASURVEY","GDA94",29,7,2015,"NatureMap","SM_NQ_C2","ASTRID HEIDRICH",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0155"
"Dasyurus hallucatus",117.872732,-22.065916,NA,"",100,"FAUNASURVEY","GDA94",2,8,2015,"NatureMap","SM_NQ_C2","ASTRID HEIDRICH",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0156"
"Dasyurus hallucatus",116.156236,-21.789901,NA,"",100,"FAUNASURVEY","GDA94",14,5,2013,"NatureMap","13","R.ELLIS",NA,"RED HILL","SF009258-201309","SF009258","Certain","Record_0157"
"Dasyurus hallucatus",118.818042,-20.455972,NA,"",100,"FAUNASURVEY","GDA94",24,7,2012,"NatureMap","PCC3","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0158"
"Dasyurus hallucatus",118.926224,-20.456107,NA,"",100,"FAUNASURVEY","GDA94",24,7,2012,"NatureMap","PEC7","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0159"
"Dasyurus hallucatus",118.845353,-20.438058,NA,"",100,"FAUNASURVEY","GDA94",24,7,2012,"NatureMap","QMC1","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0160"
